nev_name,total_count_coastal_risk_tnc_esa1992_2020_20251224_013825,mean_Rt_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,stdev_Rt_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,valid_count_Rt_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,p5_Rt_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,p95_Rt_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,mean_Rt_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,stdev_Rt_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,valid_count_Rt_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,p5_Rt_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,p95_Rt_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,mean_Service_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,stdev_Service_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,valid_count_Service_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,p5_Service_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,p95_Service_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,mean_Service_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,stdev_Service_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,valid_count_Service_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,p5_Service_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,p95_Service_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,mean_Rt_change_coastal_risk_tnc_esa1992_2020_20251224_013825,stdev_Rt_change_coastal_risk_tnc_esa1992_2020_20251224_013825,valid_count_Rt_change_coastal_risk_tnc_esa1992_2020_20251224_013825,p5_Rt_change_coastal_risk_tnc_esa1992_2020_20251224_013825,p95_Rt_change_coastal_risk_tnc_esa1992_2020_20251224_013825,mean_Service_change_coastal_risk_tnc_esa1992_2020_20251224_013825,stdev_Service_change_coastal_risk_tnc_esa1992_2020_20251224_013825,valid_count_Service_change_coastal_risk_tnc_esa1992_2020_20251224_013825,p5_Service_change_coastal_risk_tnc_esa1992_2020_20251224_013825,p95_Service_change_coastal_risk_tnc_esa1992_2020_20251224_013825,mean_N_ret_ratio_1992,stdev_N_ret_ratio_1992,valid_count_N_ret_ratio_1992,total_count_N_ret_ratio_1992,p5_N_ret_ratio_1992,p95_N_ret_ratio_1992,mean_N_ret_ratio_2020,stdev_N_ret_ratio_2020,valid_count_N_ret_ratio_2020,total_count_N_ret_ratio_2020,p5_N_ret_ratio_2020,p95_N_ret_ratio_2020,mean_Nitrogen_Export_diff,stdev_Nitrogen_Export_diff,valid_count_Nitrogen_Export_diff,total_count_Nitrogen_Export_diff,p5_Nitrogen_Export_diff,p95_Nitrogen_Export_diff,mean_Pollination_diff,stdev_Pollination_diff,valid_count_Pollination_diff,total_count_Pollination_diff,p5_Pollination_diff,p95_Pollination_diff,mean_Sed_ret_ratio_1992,stdev_Sed_ret_ratio_1992,valid_count_Sed_ret_ratio_1992,total_count_Sed_ret_ratio_1992,p5_Sed_ret_ratio_1992,p95_Sed_ret_ratio_1992,mean_Sed_ret_ratio_2020,stdev_Sed_ret_ratio_2020,valid_count_Sed_ret_ratio_2020,total_count_Sed_ret_ratio_2020,p5_Sed_ret_ratio_2020,p95_Sed_ret_ratio_2020,mean_Sediment_Export_diff,stdev_Sediment_Export_diff,valid_count_Sediment_Export_diff,total_count_Sediment_Export_diff,p5_Sediment_Export_diff,p95_Sediment_Export_diff,mean_coastal_risk_esa1992_value_md5_3bd250,stdev_coastal_risk_esa1992_value_md5_3bd250,valid_count_coastal_risk_esa1992_value_md5_3bd250,total_count_coastal_risk_esa1992_value_md5_3bd250,p5_coastal_risk_esa1992_value_md5_3bd250,p95_coastal_risk_esa1992_value_md5_3bd250,mean_coastal_risk_esa2020_value_md5_f9f644,stdev_coastal_risk_esa2020_value_md5_f9f644,valid_count_coastal_risk_esa2020_value_md5_f9f644,total_count_coastal_risk_esa2020_value_md5_f9f644,p5_coastal_risk_esa2020_value_md5_f9f644,p95_coastal_risk_esa2020_value_md5_f9f644,mean_global_n_export_tnc_esa1992_compressed_md5_728edc,stdev_global_n_export_tnc_esa1992_compressed_md5_728edc,valid_count_global_n_export_tnc_esa1992_compressed_md5_728edc,total_count_global_n_export_tnc_esa1992_compressed_md5_728edc,p5_global_n_export_tnc_esa1992_compressed_md5_728edc,p95_global_n_export_tnc_esa1992_compressed_md5_728edc,mean_global_n_export_tnc_esa2020_compressed_md5_1d3c17,stdev_global_n_export_tnc_esa2020_compressed_md5_1d3c17,valid_count_global_n_export_tnc_esa2020_compressed_md5_1d3c17,total_count_global_n_export_tnc_esa2020_compressed_md5_1d3c17,p5_global_n_export_tnc_esa2020_compressed_md5_1d3c17,p95_global_n_export_tnc_esa2020_compressed_md5_1d3c17,mean_global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae,stdev_global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae,valid_count_global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae,total_count_global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae,p5_global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae,p95_global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae,mean_global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0,stdev_global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0,valid_count_global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0,total_count_global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0,p5_global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0,p95_global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0,mean_nature_access_lspop2019_ESA1992_md5_b32b8b,stdev_nature_access_lspop2019_ESA1992_md5_b32b8b,valid_count_nature_access_lspop2019_ESA1992_md5_b32b8b,total_count_nature_access_lspop2019_ESA1992_md5_b32b8b,p5_nature_access_lspop2019_ESA1992_md5_b32b8b,p95_nature_access_lspop2019_ESA1992_md5_b32b8b,mean_nature_access_lspop2019_ESA2020_compressed_md5_6727ac,stdev_nature_access_lspop2019_ESA2020_compressed_md5_6727ac,valid_count_nature_access_lspop2019_ESA2020_compressed_md5_6727ac,total_count_nature_access_lspop2019_ESA2020_compressed_md5_6727ac,p5_nature_access_lspop2019_ESA2020_compressed_md5_6727ac,p95_nature_access_lspop2019_ESA2020_compressed_md5_6727ac,mean_nature_access_lspop2019_marESA2020-1992_change_md5_c324c9,stdev_nature_access_lspop2019_marESA2020-1992_change_md5_c324c9,valid_count_nature_access_lspop2019_marESA2020-1992_change_md5_c324c9,total_count_nature_access_lspop2019_marESA2020-1992_change_md5_c324c9,p5_nature_access_lspop2019_marESA2020-1992_change_md5_c324c9,p95_nature_access_lspop2019_marESA2020-1992_change_md5_c324c9,mean_realized_polllination_on_ag_ESA1992mar_md5_d3d0d3,stdev_realized_polllination_on_ag_ESA1992mar_md5_d3d0d3,valid_count_realized_polllination_on_ag_ESA1992mar_md5_d3d0d3,total_count_realized_polllination_on_ag_ESA1992mar_md5_d3d0d3,p5_realized_polllination_on_ag_ESA1992mar_md5_d3d0d3,p95_realized_polllination_on_ag_ESA1992mar_md5_d3d0d3,mean_realized_polllination_on_ag_ESA2020mar_md5_da610a,stdev_realized_polllination_on_ag_ESA2020mar_md5_da610a,valid_count_realized_polllination_on_ag_ESA2020mar_md5_da610a,total_count_realized_polllination_on_ag_ESA2020mar_md5_da610a,p5_realized_polllination_on_ag_ESA2020mar_md5_da610a,p95_realized_polllination_on_ag_ESA2020mar_md5_da610a
Afghanistan,0,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,8132001,8132001,0.5239722728729248,0.9077678918838501,,,8132001,8132001,0.524300754070282,0.9130538105964661,,,8131906,8131906,-0.000872073695063591,1.2893829345703125,0.0005704161,0.07390507472188827,8131652,8131652,0.0,0.0,,,8131906,8131906,0.7075146436691284,0.9235309362411499,,,8131906,8131906,0.7058896422386169,0.924166738986969,,,8131906,8131906,-0.8691378235816956,1.3443574905395508,,,0,8131323,,,,,0,8131323,,,13.783900260925293,15.465448130107873,6617399,8131906,0.009556065313518047,43.15917205810547,14.108431816101074,15.45018445334298,6617399,8131906,0.010341531597077847,41.885223388671875,184.6599578857422,729.4208004325909,5443060,8131906,0.0,737.0275268554688,183.94142150878906,725.4906310927487,5443060,8131906,0.0,753.7421264648438,47758.58984375,442518.8120005547,21479,21481,0.0,5239.96484375,,,21481,21481,0.0,4047.94189453125,-8408.345703125,222418.7017943716,21479,21481,0.0,0.0,0.0007848917739465833,0.07323412951006425,8131652,8131652,0.0,0.0,0.001355307991616428,0.10717351138824464,8131652,8131652,0.0,0.0
Albania,691,2.557580246450729,0.5670722456482283,691,1.6694850144513182,3.510981352371544,2.532551904510056,0.5460867193692432,691,1.610851160323427,3.433458397769808,0.3384483886396523,0.1837171028604635,691,0.0,0.5629424708644315,0.3634767305803279,0.1709574208262319,691,0.0,0.5629424708644315,-0.0250283419406755,0.1126793442857146,691,-0.3600039645129391,0.0,0.0250283419406755,0.1126793442857146,691,0.0,0.3600039645129391,,,400744,400744,0.5779227614402771,0.9286091923713684,,,400744,400744,0.5777202844619751,0.9412584900856018,,,400732,400732,-16.680747985839844,0.0013895034790039062,,,400683,400683,-0.10600608587265015,0.01394770760089159,,,400732,400732,0.7215626239776611,0.9679899215698242,,,400732,400732,0.7269359230995178,0.9699377417564392,,,400732,400732,-335.22723388671875,1.405980110168457,1.055954933166504,0.8712803161644976,2395,400642,0.015139155089855194,2.559931993484497,1.1737252473831177,0.8965670094501673,2807,400642,0.019067101180553436,2.7333757877349854,48.72818374633789,68.84157323195896,358619,400732,2.7141945362091064,205.42103576660156,45.730690002441406,67.52792984816273,358619,400732,2.6723878383636475,189.0133514404297,594.9249267578125,1762.9929847192784,367737,400732,0.019324589520692825,3060.634765625,536.6625366210938,1714.4922553595597,367737,400732,0.025247974321246147,3119.2939453125,19387.189453125,110145.17556593445,3892,3975,0.0,59130.74609375,,,3975,3975,0.0,73242.9765625,7298.947265625,68469.49515575106,3892,3975,0.0,1391.995361328125,0.11755445599555969,0.5339467303142733,397982,400683,0.0,0.5475332736968994,0.1165207102894783,0.5348331281579997,397985,400683,0.0,0.547240138053894
Algeria,2343,2.5665686625513886,0.5742004186800215,2343,1.7225554709126916,3.5360208609744515,2.5702613528311744,0.5761705384069181,2343,1.7225554709126916,3.5360208609744515,0.3241603223716855,0.1473438739786049,2343,0.0,0.5164267309559407,0.3204676320919013,0.1504169057180668,2343,0.0,0.5164267309559407,0.0036926902797841,0.0415987206935329,2343,0.0,0.0076902174532644,-0.0036926902797841,0.0415987206935329,2343,-0.0076902174532644,0.0,,,27563957,27563957,0.5444992184638977,0.9098753929138184,,,27563957,27563957,0.5420486330986023,0.9277812838554382,,,27564091,27564091,-0.003973390907049179,15.07818603515625,,,27563807,27563807,0.0,0.0,,,27564091,27564091,0.7412565350532532,0.9391265511512756,,,27564091,27564091,0.7519265413284302,0.9429144859313965,,,27564091,27564091,-2.1512298583984375,1.7117509841918945,2.044679880142212,0.9669498992510207,13647,27562412,0.018637634813785553,3.4433624744415283,2.081770420074463,0.9273545307140563,14202,27562412,0.12790921330451965,3.4259960651397705,25.249324798583984,59.20912508257749,3349177,27564091,0.01766134984791279,114.78168487548828,31.307998657226562,74.28403465474622,3349177,27564091,0.01904080994427204,187.65780639648438,38.37214279174805,155.5616011915579,4115067,27564091,0.051008522510528564,186.03196716308594,36.85888671875,149.69259993478508,4115067,27564091,0.048233889043331146,169.60333251953125,2.9179253578186035,257.1787770234144,382758,382758,0.0,0.0,2.8548521995544434,254.30957117175893,382758,382758,0.0,0.0,-0.06307298690080643,51.13021075606752,382758,382758,0.0,0.0,0.11075838655233383,3.0954203892993406,27557643,27563807,0.0,0.0,0.12889955937862396,3.191776251723374,27557643,27563807,0.0,0.0
American Samoa,131,2.6432463346958674,0.7610343029546398,131,1.6355535805806278,3.8959940003928897,2.6432463346958674,0.7610343029546398,131,1.6355535805806278,3.8959940003928897,0.5794730537552263,0.1670725931185324,131,0.3686977284534839,0.8744304270456043,0.5794730537552263,0.1670725931185324,131,0.3686977284534839,0.8744304270456043,0.0,0.0,131,0.0,0.0,0.0,0.0,131,0.0,0.0,,,2597,2597,,,,,2597,2597,,,,,2597,2597,,,,,2601,2601,,,,,2597,2597,,,,,2597,2597,,,,,2597,2597,,,1.0155707597732544,0.6794390368521342,689,2600,0.016084711998701096,2.3216044902801514,1.0155707597732544,0.6794390368521342,689,2600,0.01499008759856224,2.3203465938568115,,,0,2597,,,,,0,2597,,,,,0,2597,,,,,0,2597,,,2651.0341796875,6944.960361142391,16,17,0.0,23762.37890625,,,17,17,0.0,23762.37890625,0.0,0.0,16,17,0.0,0.0,,,0,2601,,,,,0,2601,,
Andorra,0,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,6403,6403,0.8547996282577515,0.9040132761001587,,,6403,6403,0.8387647867202759,0.9071168303489685,,,6401,6401,0.0,4.476415634155273,0.0,0.0,6403,6403,0.0,0.0,,,6401,6401,0.860353946685791,0.9679136276245117,,,6401,6401,0.8472950458526611,0.9666874408721924,,,6401,6401,-0.3868122100830078,86.17255401611328,,,0,6393,,,,,0,6393,,,8.81242847442627,3.3907749249363097,6295,6401,6.501451015472412,12.618216514587402,9.411685943603516,4.314229437693385,6295,6401,6.787474632263184,14.06248664855957,127.87944030761719,473.7474469844173,6373,6401,0.18761645257472992,682.5487060546875,146.707275390625,619.3340925790872,6373,6401,0.23035523295402527,673.9605102539062,49825.19921875,39706.139430193914,5,5,899.1006469726562,82259.1796875,49825.19921875,39706.139430193914,5,5,899.1006469726562,82259.1796875,0.0,0.0,5,5,0.0,0.0,0.0,0.0,6403,6403,0.0,0.0,0.0,0.0,6403,6403,0.0,0.0
Angola,3359,3.170992005326477,0.7003945590208865,3359,1.981645166396269,4.338204329702949,3.1602607957749043,0.6913530782902948,3359,1.981645166396269,4.33566850513192,0.1512851451498271,0.2108398547605706,3359,0.0,0.5164267309559407,0.162016354701408,0.2163588003353247,3359,0.0,0.5164267309559407,-0.0107312095515818,0.0973684634839353,3359,0.0,0.0,0.0107312095515818,0.0973684634839353,3359,0.0,0.0,,,13463096,13463096,0.7605641484260559,0.9449138045310974,,,13463096,13463096,0.7611550092697144,0.9453326463699341,,,13463037,13463037,-1.6710467338562012,2.852945327758789,,,13462835,13462835,0.0,0.0,,,13463037,13463037,0.9052255153656006,0.9904071092605591,,,13463037,13463037,0.9014186859130859,0.990426242351532,,,13463037,13463037,-0.20631158351898193,0.8348846435546875,1.3875900506973267,1.2281987207632092,3854,13462575,0.022063277661800385,3.5105245113372803,1.5800126791000366,1.2809477734135377,3793,13462575,0.02277793362736702,3.8406615257263184,7.64359712600708,5.777675444498042,12707643,13463037,2.564081907272339,18.41812515258789,7.7365007400512695,5.98515209724654,12707643,13463037,2.4837160110473633,19.60613441467285,10.831294059753418,160.801964871769,13245735,13463037,0.0010275676613673568,24.559185028076172,13.228046417236328,196.01206812325123,13245735,13463037,0.0005356653709895909,24.696760177612305,8075.552734375,192698.4326053292,274110,274945,0.0,7484.248046875,,,274945,274945,0.0,6965.2548828125,-2378.610595703125,162457.75626019845,274110,274945,0.0,0.0,0.00025585497496649623,0.002333243965357736,13447903,13462835,0.0,0.0,0.0002931988856289536,0.002752951338374759,13447903,13462835,0.0,0.0
Anguilla,167,2.32246873165341,0.4650204412674462,167,1.8237899440456624,3.410710160139705,2.3024183941511525,0.4779315582755997,167,1.7601771977886334,3.410710160139705,0.5507766648060262,0.1895401778380979,167,0.221245419390037,0.9425869763309396,0.5708270023082833,0.1723153177620353,167,0.3607527498536131,0.9425869763309396,-0.0200503375022569,0.0496601426368743,167,-0.1374229708134264,0.0,0.0200503375022569,0.0496601426368743,167,0.0,0.1374229708134263,,,1202,1202,,,,,1202,1202,,,,,1202,1202,,,,,1198,1198,0.0,0.0,,,1202,1202,,,,,1202,1202,,,,,1202,1202,,,1.2275141477584839,0.876954662237175,852,1203,0.025804707780480385,2.988633871078491,1.1962742805480957,0.8636555654831705,848,1203,0.02377287670969963,2.955352306365967,,,0,1202,,,,,0,1202,,,,,0,1202,,,,,0,1202,,,,,0,12,,,,,12,12,,,,,0,12,,,0.0,0.0,824,1198,0.0,0.0,0.0,0.0,824,1198,0.0,0.0
Antarctica,0,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,784946714,784946714,0.0,0.0,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,2896434,,,,,2896434,2896434,,,,,0,2896434,,,0.0,0.0,10654,784946714,0.0,0.0,0.0,0.0,10654,784946714,0.0,0.0
Antigua and Barbuda,253,2.632128743454988,0.5281883678053716,253,1.8972443518111988,3.5751354798846053,2.629273468254917,0.5234522262572429,253,1.8972443518111988,3.5217272654304304,0.6039204287690507,0.1609321276748735,253,0.3652057802758315,0.8648925922830859,0.606775703969122,0.1653561978531675,253,0.3652057802758315,0.9164696167358576,-0.0028552752000712,0.0201089230149165,253,0.0,0.0,0.0028552752000712,0.0201089230149165,253,0.0,0.0,,,5506,5506,,,,,5506,5506,,,,,5508,5508,,,,,5497,5497,0.0,0.0,,,5508,5508,,,,,5508,5508,,,,,5508,5508,,,1.0040842294692993,0.5683969837851915,1421,5501,0.20143134891986847,1.911603569984436,0.9948518872261047,0.5670207601340802,1406,5501,0.18277205526828766,1.911603569984436,,,0,5508,,,,,0,5508,,,,,0,5508,,,,,0,5508,,,23599.3046875,39745.47210925469,63,69,0.0,94666.1171875,,,69,69,0.0,94666.1171875,0.0,0.0,63,69,0.0,0.0,0.0,0.0,4773,5497,0.0,0.0,0.0,0.0,4773,5497,0.0,0.0
Argentina,10536,2.520602623317515,0.6396671386775907,10536,1.585174037319831,3.671907963528167,2.517965926415301,0.637124896577241,10536,1.585174037319831,3.671907963528167,0.1707929386217108,0.1683241551632542,10536,0.0,0.4647741327988839,0.1734296355239258,0.1696206674626827,10536,0.0,0.465020124147105,-0.0026366969022152,0.0500917138127386,10536,0.0,0.0,0.0026366969022152,0.0500917138127386,10536,0.0,0.0,,,36073931,36073931,0.6849736571311951,0.9587663412094116,,,36073931,36073931,0.6776230931282043,0.9599230289459229,,,36073832,36073832,-0.11555767059326172,2.3131401538848877,,,36073422,36073422,0.0,0.0,,,36073832,36073832,0.8128125667572021,0.9921912550926208,,,36073832,36073832,0.8173206448554993,0.991250216960907,,,36073832,36073832,-0.30907368659973145,0.9266738891601562,1.2133960723876953,1.1052705112908698,59586,36073029,0.01570778898894787,3.214966058731079,1.2155698537826538,1.1033428913420278,59580,36073029,0.017368843778967857,3.2637219429016113,9.469573020935059,12.62301529114155,33507102,36073832,0.7886162400245667,33.84476089477539,9.889708518981934,12.968670226931582,33508964,36073832,0.8730760216712952,33.73775100708008,52.24749755859375,514.5173321204423,34022879,36073832,0.0,104.97441101074219,52.287105560302734,521.569384821394,34022879,36073832,0.0,88.87886810302734,9319.435546875,255150.43257336883,689984,693352,0.0,3091.282470703125,,,693352,693352,0.0,2707.2861328125,-815.570556640625,133803.98996469326,689984,693352,0.0,0.0,0.23815156519412994,2.994147847319213,36013966,36073422,0.0,0.9503908753395081,0.23909570276737213,3.0837526642712096,36013968,36073422,0.0,0.8496257662773132
