WWF_biome,total_count_coastal_risk_tnc_esa1992_2020_20251224_013825,mean_Rt_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,stdev_Rt_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,valid_count_Rt_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,p5_Rt_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,p95_Rt_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,mean_Rt_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,stdev_Rt_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,valid_count_Rt_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,p5_Rt_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,p95_Rt_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,mean_Service_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,stdev_Service_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,valid_count_Service_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,p5_Service_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,p95_Service_1992_coastal_risk_tnc_esa1992_2020_20251224_013825,mean_Service_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,stdev_Service_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,valid_count_Service_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,p5_Service_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,p95_Service_2020_coastal_risk_tnc_esa1992_2020_20251224_013825,mean_Rt_change_coastal_risk_tnc_esa1992_2020_20251224_013825,stdev_Rt_change_coastal_risk_tnc_esa1992_2020_20251224_013825,valid_count_Rt_change_coastal_risk_tnc_esa1992_2020_20251224_013825,p5_Rt_change_coastal_risk_tnc_esa1992_2020_20251224_013825,p95_Rt_change_coastal_risk_tnc_esa1992_2020_20251224_013825,mean_Service_change_coastal_risk_tnc_esa1992_2020_20251224_013825,stdev_Service_change_coastal_risk_tnc_esa1992_2020_20251224_013825,valid_count_Service_change_coastal_risk_tnc_esa1992_2020_20251224_013825,p5_Service_change_coastal_risk_tnc_esa1992_2020_20251224_013825,p95_Service_change_coastal_risk_tnc_esa1992_2020_20251224_013825,mean_N_ret_ratio_1992,stdev_N_ret_ratio_1992,valid_count_N_ret_ratio_1992,total_count_N_ret_ratio_1992,p5_N_ret_ratio_1992,p95_N_ret_ratio_1992,mean_N_ret_ratio_2020,stdev_N_ret_ratio_2020,valid_count_N_ret_ratio_2020,total_count_N_ret_ratio_2020,p5_N_ret_ratio_2020,p95_N_ret_ratio_2020,mean_Nitrogen_Export_diff,stdev_Nitrogen_Export_diff,valid_count_Nitrogen_Export_diff,total_count_Nitrogen_Export_diff,p5_Nitrogen_Export_diff,p95_Nitrogen_Export_diff,mean_Pollination_diff,stdev_Pollination_diff,valid_count_Pollination_diff,total_count_Pollination_diff,p5_Pollination_diff,p95_Pollination_diff,mean_Sed_ret_ratio_1992,stdev_Sed_ret_ratio_1992,valid_count_Sed_ret_ratio_1992,total_count_Sed_ret_ratio_1992,p5_Sed_ret_ratio_1992,p95_Sed_ret_ratio_1992,mean_Sed_ret_ratio_2020,stdev_Sed_ret_ratio_2020,valid_count_Sed_ret_ratio_2020,total_count_Sed_ret_ratio_2020,p5_Sed_ret_ratio_2020,p95_Sed_ret_ratio_2020,mean_Sediment_Export_diff,stdev_Sediment_Export_diff,valid_count_Sediment_Export_diff,total_count_Sediment_Export_diff,p5_Sediment_Export_diff,p95_Sediment_Export_diff,mean_coastal_risk_esa1992_value_md5_3bd250,stdev_coastal_risk_esa1992_value_md5_3bd250,valid_count_coastal_risk_esa1992_value_md5_3bd250,total_count_coastal_risk_esa1992_value_md5_3bd250,p5_coastal_risk_esa1992_value_md5_3bd250,p95_coastal_risk_esa1992_value_md5_3bd250,mean_coastal_risk_esa2020_value_md5_f9f644,stdev_coastal_risk_esa2020_value_md5_f9f644,valid_count_coastal_risk_esa2020_value_md5_f9f644,total_count_coastal_risk_esa2020_value_md5_f9f644,p5_coastal_risk_esa2020_value_md5_f9f644,p95_coastal_risk_esa2020_value_md5_f9f644,mean_global_n_export_tnc_esa1992_compressed_md5_728edc,stdev_global_n_export_tnc_esa1992_compressed_md5_728edc,valid_count_global_n_export_tnc_esa1992_compressed_md5_728edc,total_count_global_n_export_tnc_esa1992_compressed_md5_728edc,p5_global_n_export_tnc_esa1992_compressed_md5_728edc,p95_global_n_export_tnc_esa1992_compressed_md5_728edc,mean_global_n_export_tnc_esa2020_compressed_md5_1d3c17,stdev_global_n_export_tnc_esa2020_compressed_md5_1d3c17,valid_count_global_n_export_tnc_esa2020_compressed_md5_1d3c17,total_count_global_n_export_tnc_esa2020_compressed_md5_1d3c17,p5_global_n_export_tnc_esa2020_compressed_md5_1d3c17,p95_global_n_export_tnc_esa2020_compressed_md5_1d3c17,mean_global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae,stdev_global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae,valid_count_global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae,total_count_global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae,p5_global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae,p95_global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae,mean_global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0,stdev_global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0,valid_count_global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0,total_count_global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0,p5_global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0,p95_global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0,mean_nature_access_lspop2019_ESA1992_md5_b32b8b,stdev_nature_access_lspop2019_ESA1992_md5_b32b8b,valid_count_nature_access_lspop2019_ESA1992_md5_b32b8b,total_count_nature_access_lspop2019_ESA1992_md5_b32b8b,p5_nature_access_lspop2019_ESA1992_md5_b32b8b,p95_nature_access_lspop2019_ESA1992_md5_b32b8b,mean_nature_access_lspop2019_ESA2020_compressed_md5_6727ac,stdev_nature_access_lspop2019_ESA2020_compressed_md5_6727ac,valid_count_nature_access_lspop2019_ESA2020_compressed_md5_6727ac,total_count_nature_access_lspop2019_ESA2020_compressed_md5_6727ac,p5_nature_access_lspop2019_ESA2020_compressed_md5_6727ac,p95_nature_access_lspop2019_ESA2020_compressed_md5_6727ac,mean_nature_access_lspop2019_marESA2020-1992_change_md5_c324c9,stdev_nature_access_lspop2019_marESA2020-1992_change_md5_c324c9,valid_count_nature_access_lspop2019_marESA2020-1992_change_md5_c324c9,total_count_nature_access_lspop2019_marESA2020-1992_change_md5_c324c9,p5_nature_access_lspop2019_marESA2020-1992_change_md5_c324c9,p95_nature_access_lspop2019_marESA2020-1992_change_md5_c324c9,mean_realized_polllination_on_ag_ESA1992mar_md5_d3d0d3,stdev_realized_polllination_on_ag_ESA1992mar_md5_d3d0d3,valid_count_realized_polllination_on_ag_ESA1992mar_md5_d3d0d3,total_count_realized_polllination_on_ag_ESA1992mar_md5_d3d0d3,p5_realized_polllination_on_ag_ESA1992mar_md5_d3d0d3,p95_realized_polllination_on_ag_ESA1992mar_md5_d3d0d3,mean_realized_polllination_on_ag_ESA2020mar_md5_da610a,stdev_realized_polllination_on_ag_ESA2020mar_md5_da610a,valid_count_realized_polllination_on_ag_ESA2020mar_md5_da610a,total_count_realized_polllination_on_ag_ESA2020mar_md5_da610a,p5_realized_polllination_on_ag_ESA2020mar_md5_da610a,p95_realized_polllination_on_ag_ESA2020mar_md5_da610a
Boreal Forests/Taiga,88015,2.5106633267692677,0.5920280327104589,88015,1.7225554709126916,3.6505567658206943,2.5096181253481555,0.5916762196162324,88015,1.7168416613038051,3.6505567658206943,0.3423374475087012,0.1484382071955405,88015,0.0,0.5602721958520389,0.3433826489297993,0.148604384891456,88015,0.0,0.5602721958520389,-0.0010452014210971,0.0329393833788963,88015,0.0,0.0,0.0010452014210971,0.0329393833788963,88015,0.0,0.0,,,138198383,138198383,0.8692125082015991,0.9540972709655762,,,138198383,138198383,0.8690948486328125,0.9555860161781311,,,138207185,138207185,0.0,6.031990051269531e-05,,,321814351,321814351,0.0,0.0,,,138207185,138207185,0.9436137676239014,0.9944010376930237,,,138207185,138207185,0.940557599067688,0.9943444132804871,,,138207185,138207185,-0.0013199150562286377,0.01111551746726036,1.7125171422958374,1.0896301498293457,832593,321809697,0.13846586644649506,3.631574869155884,1.6938958168029785,1.0811896694822203,842923,321809697,0.13052798807621002,3.5015671253204346,2.5436807,3.6194393060980223,107969680,138207185,0.0,4.472025394439697,2.5635273,3.901414120264237,107969680,138207185,0.0,4.561161518096924,1.9967209,44.79934844925784,111875054,138207185,0.0,0.7023500204086304,2.212659,45.90256366321072,111875054,138207185,0.0,0.8997758626937866,3433.9727,58770.470271551305,3047029,3092196,0.0,1281.4254150390625,,,3092196,3092196,0.0,1300.052978515625,-261.02655,22490.230494500644,3047029,3092196,0.0,0.0,0.008205886,0.26550727559072274,321235059,321814351,0.0,0.0,0.008390627,0.2723603232598303,321235050,321814351,0.0,0.0
Deserts & Xeric Shrublands,82371,2.518991335784836,0.6821761877540286,82371,1.5917531726674752,3.7688026243167383,2.519633192768924,0.6830837879815527,82371,1.5917531726674752,3.7688026243167383,0.164304388377667,0.2003942752014821,82371,0.0,0.5256667355234454,0.1636625313935681,0.2001154505340687,82371,0.0,0.5251699012215532,0.0006418569840981,0.0436703050068447,82371,0.0,0.0,-0.0006418569840981,0.0436703050068447,82371,0.0,0.0,,,340239398,340239398,0.6155292391777039,0.9143979549407959,,,340239398,340239398,0.6024099588394165,0.9250507950782776,,,340237970,340237970,-1.0220532417297363,1.7746448516845703,,,340238071,340238071,0.0,0.0,,,340237970,340237970,0.8021382093429565,0.9717833995819092,,,340237970,340237970,0.8042135238647461,0.9721554517745972,,,340237970,340237970,-0.5346474647521973,0.09171557426452637,1.1350429058074951,0.985912695487117,115579,340232960,0.013930424116551876,3.0112013816833496,1.1328480243682861,0.981626470738027,114268,340232960,0.012950056232511997,2.9482581615448,15.862501,98.1730257911455,162517503,340237970,0.010712948627769947,51.04692077636719,16.245062,98.57570529104973,162517503,340237970,0.011605598032474518,49.4973258972168,28.954706,350.80435657160416,169064397,340237970,0.0,51.60321807861328,26.937523,323.58537156212793,169064397,340237970,0.0,54.25202941894531,10877.929,291569.89573802816,6163128,6245652,0.0,2022.2275390625,,,6245652,6245652,0.0,2039.577392578125,-2241.624,172131.16138967357,6163128,6245652,0.0,0.0,0.046033014,1.3034785240486144,339992224,340238071,0.0,0.0,0.05243552,1.455536586256769,339992161,340238071,0.0,0.0
Flooded Grasslands & Savannas,4779,2.154798669097844,0.5299771787761635,4779,1.4385667774470046,3.144474926578195,2.1471815973748725,0.5189818223216711,4779,1.4385667774470046,3.1385684721559213,0.2212376056980236,0.1582070749278787,4779,0.0,0.4788934437335843,0.228854677421009,0.1565056758470727,4779,0.0,0.4788934437335843,-0.0076170717229856,0.063189961501419,4779,-0.1192196464931944,0.0,0.0076170717229856,0.063189961501419,4779,0.0,0.1192196464931918,,,13050238,13050238,0.7252035737037659,0.9572595953941345,,,13050238,13050238,0.7023555636405945,0.9592138528823853,,,13050012,13050012,-2.6767425537109375,4.140869140625,,,13050020,13050020,0.0,8.524628356099129e-06,,,13050012,13050012,0.8909581303596497,0.9941171407699585,,,13050012,13050012,0.8877072930335999,0.9942006468772888,,,13050012,13050012,-0.09218133240938187,0.1443241685628891,1.239393711090088,0.8894870315844614,19420,13049709,0.1352948397397995,2.888313055038452,1.2121591567993164,0.8769453562542232,19860,13049709,0.14049819111824036,2.9050941467285156,23.642796,71.79745507059735,10045395,13050012,0.010778872296214104,127.9022445678711,24.162039,72.49382660067093,10045395,13050012,0.014267729595303535,133.9097137451172,1.8020538,49.79384785960382,11288674,13050012,0.0,4.261958122253418,1.7329174,33.83543273923685,11288674,13050012,0.0,4.432863235473633,15333.6875,272307.4584579178,129143,130341,0.0,8419.130859375,,,130341,130341,0.0,8449.0615234375,-5108.451,227239.12747217665,129143,130341,0.0,0.0,0.123830914,1.401555410262536,13037870,13050020,0.0,0.0832878053188324,0.16918853,1.8043485582125947,13037796,13050020,0.0,0.16165056824684143
Lakes,0,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,13327537,13327537,0.6702110767364502,0.9509372711181641,,,13327537,13327537,0.6072841286659241,0.9450429081916809,,,13327481,13327481,0.0,0.0094648078083992,-5.3347623e-05,0.04828526921728941,15386530,15386530,0.0,0.0,,,13327481,13327481,0.9087649583816528,0.9939468502998352,,,13327481,13327481,0.889625072479248,0.9938735961914062,,,13327481,13327481,-1.6456004232168198e-05,0.015284539200365543,,,0,15386526,,,,,0,15386526,,,0.866278,5.0295468724343,1663176,13327481,0.0,4.331212043762207,0.9024421,4.941366607999585,1663176,13327481,0.0,4.491788387298584,5.625893,135.48075714096387,545666,13327481,0.0,1.6629233360290527,5.958957,138.6528266084972,545666,13327481,0.0,1.9520317316055298,27645.068,230795.338306598,109764,220150,0.0,56925.36328125,,,220150,220150,0.0,44788.828125,-2649.0784,112002.7182971597,109764,220150,0.0,0.0,0.001154288,0.09406406719174466,15386530,15386530,0.0,0.0,0.0011009404,0.08808913517733022,15386530,15386530,0.0,0.0
Mangroves,93505,2.32766976398081,0.6053893990941814,93505,1.5459422888559402,3.4714156077352523,2.327248034975499,0.6045472206136069,93505,1.5459422888559402,3.4714156077352523,0.3350076305078708,0.1483673375133235,93505,0.0,0.5668658808151807,0.3354293595131792,0.148551422329119,93505,0.0,0.5668658808151807,-0.0004217290053077,0.0424467035646895,93505,0.0,0.0,0.0004217290053077,0.0424467035646895,93505,0.0,0.0,,,3748774,3748774,0.6883724927902222,0.9600504040718079,,,3748774,3748774,0.689786434173584,0.9650959968566895,,,3748584,3748584,-4.006446838378906,3.924956798553467,,,3748713,3748713,-0.004958905279636383,0.005398690700531006,,,3748584,3748584,0.8974302411079407,0.994568943977356,,,3748584,3748584,0.893592894077301,0.9944057464599609,,,3748584,3748584,-0.8875216245651245,0.7592148780822754,1.8481330871582031,0.9773151235166253,549315,3748292,0.22730112075805664,3.5151584148406982,1.8456846475601196,0.973880626982049,540427,3748292,0.24667784571647644,3.53011417388916,28.851786,68.77548446219319,1512714,3748584,0.0,188.49423217773438,28.680666,68.47587351629974,1512714,3748584,0.0,199.19696044921875,6.3800907,104.60739968286806,1481299,3748584,0.0,17.759504318237305,6.1926675,107.65284136441794,1481299,3748584,0.0,16.817195892333984,68208.36,544655.2671786536,57104,70325,0.0,75470.578125,,,70325,70325,0.0,47181.53515625,-4977.5566,310842.6231424112,57104,70325,-0.7885282039642334,0.0,0.15339959,0.8322533970682834,3506232,3748713,0.0,0.7075660824775696,0.1713888,0.9238425897162723,3506301,3748713,0.0,0.9060935974121094
"Mediterranean Forests, Woodlands & Scrub",78794,2.4576049057515017,0.6335426064389487,78794,1.5510873293707077,3.596021848270553,2.466423079525771,0.6352879399351185,78794,1.5510873293707077,3.6474684794888033,0.224389995970997,0.1815693485057846,78794,0.0,0.4906701338905352,0.2155718221967608,0.1833420307503158,78794,0.0,0.4883769817014549,0.0088181737742374,0.0810464355372364,78794,0.0,0.0099916167108955,-0.0088181737742374,0.0810464355372364,78794,-0.0099916167108955,0.0,,,41754403,41754403,0.5802676677703857,0.9349798560142517,,,41754403,41754403,0.5438424348831177,0.9398141503334045,,,41754386,41754386,-1.777329444885254,4.801750183105469,,,41754553,41754553,0.0,0.0,,,41754386,41754386,0.770910918712616,0.9801403880119324,,,41754386,41754386,0.7750288844108582,0.9791221618652344,,,41754386,41754386,-3.3924560546875,1.6128768920898438,1.4804664850234985,1.0486285057895761,240276,41753896,0.014597947709262371,3.1891016960144043,1.4885660409927368,1.0576173263262696,230877,41753896,0.015786295756697655,3.221723794937134,49.638428,80.62098554731321,36311121,41754386,0.050858303904533386,222.52273559570312,50.897404,82.43246271846935,36311121,41754386,0.054013241082429886,225.9589385986328,54.85342,323.51033063595133,36734579,41754386,0.00036895362427458167,203.50640869140625,53.623783,319.72174320464205,36734579,41754386,0.0004676867101807147,222.62753295898438,77689.734,463777.63560793933,648812,688322,0.0,299111.1875,,,688322,688322,0.0,259597.96875,-3472.9785,186668.4768265853,648812,688322,0.0,0.0,0.7838367,4.663520395383876,41449603,41754553,0.0,3.5388829708099365,0.8454955,4.93629883045015,41449877,41754553,0.0,4.071424961090088
Montane Grasslands & Shrublands,1532,3.3053965717269875,0.7235056257316224,1532,1.981645166396269,4.476105944522985,3.2785828282411016,0.7135470439756987,1532,2.008585960187135,4.378096779988424,0.2222948636647151,0.2307060699287821,1532,0.0,0.5701813382293013,0.2491086071505971,0.2314107725792576,1532,0.0,0.5701813382293013,-0.0268137434858832,0.1176783269786871,1532,-0.4103513401362519,0.0,0.0268137434858832,0.1176783269786871,1532,0.0,0.4103513401362519,,,64713274,64713274,0.5818895697593689,0.9174382090568542,,,64713274,64713274,0.5741907954216003,0.9234837293624878,,,64712955,64712955,-0.3844470977783203,2.0747597217559814,,,64713298,64713298,0.0,0.0,,,64712955,64712955,0.7485361099243164,0.9672788977622986,,,64712955,64712955,0.7534951567649841,0.967997133731842,,,64712955,64712955,-13.089397430419922,5.56988525390625,1.7764098644256592,1.2990263407160305,1603,64711972,0.1057819053530693,3.9860966205596924,1.9642612934112549,1.3104115540193524,1609,64711972,0.1057819053530693,3.9810831546783447,17.441,45.82942143915922,60023180,64712955,0.011568590067327023,49.134769439697266,17.8962,47.39310653800232,60023180,64712955,0.010329100303351879,48.72654342651367,221.90178,1084.7133809338277,52966808,64712955,0.015717463567852974,818.2611083984375,218.57968,1072.1857863997704,52966808,64712955,0.003757753409445286,816.4306030273438,18839.533,340895.4309726642,1006907,1082954,0.0,5091.931640625,,,1082954,1082954,0.0,4129.236328125,-4452.071,204473.9540055408,1006907,1082954,0.0,0.0,0.046737198,0.7140436058596756,64712031,64713298,0.0,0.03571245074272156,0.049119793,0.7307094044913425,64712031,64713298,0.0,0.04196620732545853
Rock & Ice,8346,2.846806767159857,0.6282864778947931,8346,1.9520417763668687,4.091666002021385,2.8468574215936604,0.6283008447687759,8346,1.9520417763668687,4.091666002021385,0.0535808254466052,0.0789020139102566,8346,0.0,0.2564953178739577,0.0535301710128016,0.078800494749907,8346,0.0,0.2564953178739577,5.065443380361655e-05,0.0111835754085837,8346,0.0,0.0,-5.065443380361655e-05,0.0111835754085837,8346,0.0,0.0,,,2137038,2137038,0.5670793652534485,0.9049510359764099,,,2137038,2137038,0.5690321326255798,0.9053012728691101,,,2136967,2136967,0.0,0.0,,,714527576,714527576,0.0,0.0,,,2136967,2136967,0.7590200304985046,0.9572268128395081,,,2136967,2136967,0.7576054930686951,0.9577184319496155,,,2136967,2136967,-1.5189208984375,6.487091064453125,0.3205861449241638,0.7113068525698919,30709,70161075,0.05384865775704384,2.085808753967285,0.31992700695991516,0.7102902714543403,30709,70161075,0.05246422439813614,2.109837055206299,3.71288,7.431760292911685,1331814,2136967,0.0,17.83470916748047,3.6912036,7.423033421413961,1331814,2136967,0.0,17.74360466003418,592.39667,2101.92071385043,607045,2136967,0.0,2936.013916015625,601.768,2115.108476982109,607045,2136967,0.0,2989.139892578125,6.1630654,173.00087088337517,72016,1670620,0.0,0.0,,,1670620,1670620,0.0,0.0,-0.3314625,61.30621092076153,72016,1670620,0.0,0.0,5.771505e-07,0.0003423510319269091,74675823,714527576,0.0,0.0,5.7678284e-07,0.00034079153895224883,74675823,714527576,0.0,0.0
Temperate Broadleaf & Mixed Forests,198725,2.401505347783266,0.5824084844903709,198725,1.6013288855576973,3.5056157511551853,2.4060155552785734,0.5852671900440458,198725,1.6013288855576973,3.5240608284646986,0.3034299682502084,0.1547897904357721,198725,0.0,0.5164267309559407,0.2989197607549561,0.1579982836871887,198725,0.0,0.5164267309559407,0.0045102074952585,0.0582979926982231,198725,0.0,0.0,-0.0045102074952585,0.0582979926982231,198725,0.0,0.0,,,190066832,190066832,0.6365494728088379,0.9496055245399475,,,190066832,190066832,0.6328349113464355,0.952898383140564,,,190066263,190066263,-1.6335735321044922,5.258873462677002,,,190349135,190349135,-0.004682958126068115,0.012436538934707642,,,190066691,190066691,0.8155626058578491,0.9922106266021729,,,190066691,190066691,0.811860203742981,0.9919694066047668,,,190066691,190066691,-0.9515399932861328,0.663756251335144,1.762910008430481,1.0828261761645541,1216559,190345546,0.142424076795578,3.5113637447357178,1.7544721364974976,1.0767621020549938,1172716,190345546,0.1459195464849472,3.4783124923706055,55.933456,116.99343365255453,171528403,190066263,1.4854834079742432,300.9599304199219,56.129837,117.90079132184073,171528403,190066263,1.4598205089569092,295.4905700683594,37.60346,397.1381117629612,177633709,190066691,0.0,96.4823226928711,38.768597,406.0972922119442,177633709,190066691,0.0,96.86134338378906,151942.72,722361.9296687652,2531304,2651332,0.0,748277.0,,,2651332,2651332,0.0,714663.3125,-7969.135,323536.7021995093,2531304,2651332,0.0,0.0,0.7531419,3.6035865937552765,189398362,190349135,0.0,4.0031232833862305,0.81852967,3.86130485771054,189398695,190349135,0.0,4.527134418487549
Temperate Conifer Forests,71988,2.199984818565853,0.4956749059422211,71988,1.5462466459110873,3.202657771115394,2.2024122997525466,0.4965873863513104,71988,1.5510873293707077,3.203873703781175,0.3513759019236709,0.1148731872751394,71988,0.2159645547065678,0.534963835332888,0.3489484207369996,0.1174144834247883,71988,0.2056651790328285,0.5337102676106529,0.0024274811866796,0.0311005824168417,71988,0.0,0.0,-0.0024274811866796,0.0311005824168417,71988,0.0,0.0,,,60926868,60926868,0.7112084627151489,0.9426607489585876,,,60926868,60926868,0.7047475576400757,0.9438711404800415,,,60926949,60926949,-4.57763671875e-05,0.31789684295654297,,,61476819,61476819,0.0,0.0,,,60926949,60926949,0.8377735614776611,0.9906351566314697,,,60926949,60926949,0.8372024297714233,0.9901494979858398,,,60926949,60926949,-0.8231277465820312,1.1995128393173218,1.8174866437911987,0.959831132693478,842983,61475191,0.2492372691631317,3.4648077487945557,1.822142243385315,0.9623157010478762,824507,61475191,0.23308856785297394,3.4494924545288086,9.64443,32.67583379576533,55751363,60926949,1.0758506059646606,29.439477920532227,9.882066,33.100514581225966,55751363,60926949,1.0952460765838623,29.37220001220703,61.635876,548.6713754954085,56835275,60926949,0.00020848357235081494,210.2353515625,62.379707,551.6158981547726,56835275,60926949,0.00013828814553562552,160.3460693359375,72457.734,356125.0847698628,613811,620549,0.0,287824.625,,,620549,620549,0.0,311061.0,-4666.587,149937.04198558276,613811,620549,0.0,0.0,0.12309594,1.2835271314664376,61303911,61476819,0.0,0.02009124681353569,0.1323021,1.367652133176761,61303919,61476819,0.0,0.008475715294480324
