"","BIOME","Coastal_Protection_pct_ch","Nature_Access_pct_ch","Nitrogen_Export_pct_ch","Pollination_pct_ch","Sediment_Export_pct_ch","Usle_pct_ch"
"1",8,0.108615542658223,128.279859655519,1.13345057959551,7.53618200697006,-0.505167399957917,-0.0280480208829918
"2",1,-1.58051600245571,172.585817282059,4.09420933731423,3.43291866624161,4.99943621818868,2.4044521129129
"3",5,0.258871962193843,91.5928640618596,2.46358734316269,7.47108981761407,1.20527197406284,1.91289077141805
"4",3,0.936244980358552,20.1649154990382,5.82241207702247,10.1206164179182,2.62026992086699,-1.00848703654307
"5",99,-0.269933079823822,12954.2646997495,-0.587093705199132,0.485584066688452,1.59330749895697,1.34455886736882
"6",6,-1.08990042773267,377.295652278815,0.780228926639247,2.25200746806494,10.8186749955958,9.78436113052769
"7",10,10.327047949094,74.7329717225072,2.60967087527819,5.10024663931614,-1.49743480987006,-0.819861911624892
"8",98,NA,2053.03883175481,4.17734063799949,-4.63046893400348,5.89203408469494,4.07327113654182
"9",9,-2.24432152060735,23.5210844037204,2.19708954496547,36.6362497093619,-3.87669855817662,-0.130969191480559
"10",12,0.55040618257639,171.315896212524,2.5362825043977,7.86558268418363,-2.24017173523354,-1.92694863480237
"11",2,1.44903486937702,201.723647897533,0.746234893426039,3.01670872464215,1.17363767423799,-2.10607375782817
"12",4,-0.478807904787004,101.756754720924,0.351077081050881,8.68220201492596,3.09639148112675,1.5421836163663
"13",11,1.68255324548698,1936.8304682227,0.0829680339658429,-3.34963951540363,3.07715023317597,3.43303871720534
"14",7,-1.08480343917886,78.8286204553131,1.24548164929799,5.1454278180529,1.13203342500241,-0.0907263622738733
"15",14,-0.134825333251691,100.570501376189,-0.59175122278262,11.7323553611693,-3.05240693729459,-1.00153823815967
"16",13,-0.184573815654852,316.841594003805,2.41190966746647,13.9052329288025,-6.96715496135324,-5.56273207620724
