"","id","Coastal_Protection_pct_ch","Nature_Access_pct_ch","Nitrogen_Export_pct_ch","Pollination_pct_ch","Sediment_Export_pct_ch","Usle_pct_ch"
"1",1,23.8654761081107,26.5825169376392,NA,NA,NA,2.42744483494511
"2",2,NA,175.003186812064,2.35435299554921,73.2544914515069,-0.388421305709619,-0.318802994833593
"3",3,13.9103369595456,-20.0420836970366,1.21546805541892,14.5363951399161,22.1290427948898,7.40238674831017
"4",4,-2.43464533903045,NA,NA,NA,NA,-0.751018883072987
"5",5,-10.8278186621981,33.9581913551022,NA,NA,NA,NA
"6",6,10.8870589236356,255.128126924972,-6.15104766932204,-0.848246643500102,-9.79469788807405,-6.56904837449837
"7",7,NA,6.12585809007629,6.80868879454806,-100,14.8711958677539,2.68236529443734
"8",8,-11.4440267271136,1436.97943232896,49.5715520502097,1070.7801415797,-12.9279504636424,-4.71533340346716
"9",9,0.169924601107786,162.94338111549,4.43672055441207,0.396467184807055,0.075855183408327,0.16806015411602
"10",10,NA,408.999401871119,2.63990513185657,10.6340132052565,0.0569114017625329,0.759815614557511
"11",11,0,426.101696696914,NA,NA,NA,NA
"12",12,NA,NA,NA,NA,NA,NA
"13",13,0,NA,NA,NA,NA,NA
"14",14,-0.95419526672101,28.7125335327659,NA,NA,NA,23.9159458549395
"15",15,-0.879742962056304,319.453954363152,1.52607240599591,2.96509565205707,1.16461672440174,0.544883850306731
"16",16,NA,47.9934740432746,3.47342205739245,5.82286425791948,11.4888527946021,6.46937814686143
"17",17,NA,173.902952111899,0.530384635449608,1.05769235821501,0.63876128971738,0.337464065447502
"18",18,NA,182.347388093573,-0.521865652670125,1.4076594734143,4.4803427018837,1.91475668663606
"19",19,8.88145612496455,220.39343011996,-6.70266721703861,8.64499908545204,-2.11752933957909,-0.704616392202426
"20",20,-8.71883695494986,161.855446107455,-1.27218403035818,11.870785134157,-2.61830443141034,0.174495477106104
"21",21,3.25278017740311,27.7269368022616,NA,NA,NA,0.956695757784869
"22",22,NA,337.313625252839,2.90457337688817,16.3930068315484,12.7893741679428,9.31502243289185
"23",23,3.07340801055547,610.716013910488,0.225257939181233,10.9376378562851,-1.61434328711235,-2.22240192619471
"24",24,2.26859787505955,187.179807130522,-2.56115224032224,0.453697542835627,-5.07249235152405,-3.35711582454611
"25",25,6.00076137519302,2322.38832802766,NA,2069.65420988758,NA,-45.4363318353246
"26",26,0.999304441779553,128.742246857822,2.28407770728774,NA,-10.5567488910507,-1.96018689754132
"27",27,-1.26424099154605,55.6940542107451,22.2592951408339,13.6336856287113,8.68558433184506,3.58448528695148
"28",28,-0.73060260631611,414.02741441557,NA,NA,NA,46.5801365507077
"29",29,NA,134.717408494511,-0.0248200705452344,1.62664585043925,-3.62203703729069,-2.44473682884738
"30",30,1.4887337136747,44.3906466435331,27.4678091442124,1.20890686824877,77.8024782025084,50.3550905071007
"31",31,0,NA,NA,NA,NA,NA
